"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 09 21:23:38 GMT 2025","Sun Mar 09 21:23:53 GMT 2025","15247","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 21:25:18 GMT 2025","Sun Mar 09 21:25:28 GMT 2025","9887","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 21:21:03 GMT 2025","Sun Mar 09 21:21:11 GMT 2025","7760","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 21:23:15 GMT 2025","Sun Mar 09 21:23:27 GMT 2025","11867","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 21:26:30 GMT 2025","Sun Mar 09 21:26:42 GMT 2025","12613","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 21:21:35 GMT 2025","Sun Mar 09 21:21:44 GMT 2025","8940","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 21:25:51 GMT 2025","Sun Mar 09 21:25:59 GMT 2025","8106","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 21:23:54 GMT 2025","Sun Mar 09 21:24:02 GMT 2025","8557","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 21:22:53 GMT 2025","Sun Mar 09 21:23:02 GMT 2025","9125","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 21:22:04 GMT 2025","Sun Mar 09 21:22:11 GMT 2025","7636","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 21:24:54 GMT 2025","Sun Mar 09 21:25:05 GMT 2025","11308","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 21:24:37 GMT 2025","Sun Mar 09 21:24:52 GMT 2025","15057","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 21:21:52 GMT 2025","Sun Mar 09 21:22:03 GMT 2025","11132","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 21:22:39 GMT 2025","Sun Mar 09 21:22:52 GMT 2025","12163","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 21:25:37 GMT 2025","Sun Mar 09 21:25:50 GMT 2025","12794","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 21:26:10 GMT 2025","Sun Mar 09 21:26:20 GMT 2025","10185","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 21:22:22 GMT 2025","Sun Mar 09 21:22:31 GMT 2025","8850","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 21:24:14 GMT 2025","Sun Mar 09 21:24:26 GMT 2025","12021","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
