"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 09 22:08:55 GMT 2025","Sun Mar 09 22:09:05 GMT 2025","10705","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 22:13:55 GMT 2025","Sun Mar 09 22:14:08 GMT 2025","12717","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"failed","Sun Mar 09 22:16:22 GMT 2025","Sun Mar 09 22:16:33 GMT 2025","11789","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"failed","Sun Mar 09 22:18:44 GMT 2025","Sun Mar 09 22:18:58 GMT 2025","13996","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"failed","Sun Mar 09 22:15:13 GMT 2025","Sun Mar 09 22:15:27 GMT 2025","14505","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"failed","Sun Mar 09 22:25:32 GMT 2025","Sun Mar 09 22:25:43 GMT 2025","10923","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"failed","Sun Mar 09 22:13:39 GMT 2025","Sun Mar 09 22:13:54 GMT 2025","14614","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"failed","Sun Mar 09 22:09:58 GMT 2025","Sun Mar 09 22:10:10 GMT 2025","12353","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 22:23:21 GMT 2025","Sun Mar 09 22:23:34 GMT 2025","12855","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"failed","Sun Mar 09 22:22:51 GMT 2025","Sun Mar 09 22:23:08 GMT 2025","17776","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"failed","Sun Mar 09 22:24:30 GMT 2025","Sun Mar 09 22:24:43 GMT 2025","13021","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"failed","Sun Mar 09 22:17:29 GMT 2025","Sun Mar 09 22:17:41 GMT 2025","11720","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"failed","Sun Mar 09 22:19:53 GMT 2025","Sun Mar 09 22:20:04 GMT 2025","11648","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 22:12:31 GMT 2025","Sun Mar 09 22:12:42 GMT 2025","10677","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"failed","Sun Mar 09 22:11:44 GMT 2025","Sun Mar 09 22:11:54 GMT 2025","9237","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"failed","Sun Mar 09 22:10:52 GMT 2025","Sun Mar 09 22:11:01 GMT 2025","9204","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 22:21:27 GMT 2025","Sun Mar 09 22:21:41 GMT 2025","13904","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"failed","Sun Mar 09 22:21:00 GMT 2025","Sun Mar 09 22:21:11 GMT 2025","11419","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
