"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 09 22:54:45 GMT 2025","Sun Mar 09 22:55:00 GMT 2025","15860","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 22:51:38 GMT 2025","Sun Mar 09 22:51:50 GMT 2025","11746","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"failed","Sun Mar 09 22:51:10 GMT 2025","Sun Mar 09 22:51:18 GMT 2025","8417","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 22:55:45 GMT 2025","Sun Mar 09 22:55:53 GMT 2025","8449","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 22:54:02 GMT 2025","Sun Mar 09 22:54:15 GMT 2025","12314","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 22:52:41 GMT 2025","Sun Mar 09 22:52:51 GMT 2025","10605","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 22:51:19 GMT 2025","Sun Mar 09 22:51:29 GMT 2025","9457","chromium","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 22:53:25 GMT 2025","Sun Mar 09 22:53:41 GMT 2025","15547","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 22:52:27 GMT 2025","Sun Mar 09 22:52:39 GMT 2025","12858","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 22:55:11 GMT 2025","Sun Mar 09 22:55:22 GMT 2025","10373","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 22:53:02 GMT 2025","Sun Mar 09 22:53:14 GMT 2025","12097","firefox","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 22:53:41 GMT 2025","Sun Mar 09 22:53:50 GMT 2025","8884","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 22:56:05 GMT 2025","Sun Mar 09 22:56:15 GMT 2025","10251","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 22:55:31 GMT 2025","Sun Mar 09 22:55:44 GMT 2025","12987","Webkit","pimPage.spec.js","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 22:52:09 GMT 2025","Sun Mar 09 22:52:18 GMT 2025","8855","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that a new User can be logged in after registering as a new Employee",""
"passed","Sun Mar 09 22:51:50 GMT 2025","Sun Mar 09 22:51:58 GMT 2025","7818","chromium","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Adding a New Employee from Administrator account",""
"passed","Sun Mar 09 22:54:26 GMT 2025","Sun Mar 09 22:54:43 GMT 2025","16987","firefox","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
"passed","Sun Mar 09 22:56:25 GMT 2025","Sun Mar 09 22:56:40 GMT 2025","15023","Webkit","pimPage.spec.ts","Tests for the employee management functionality in the OrangeHRM system","","","Verify that an administrator can successfully edit an employee's details",""
